,hash,date,files,deletions,insertions,lines,is_reverted,changes_in_30_days
895,abddf2021abe19be8b4b7e5b8636f1f547a4da86,2023-07-31 10:45:23+00:00,1,1,1,2,0,18
898,1f068e9a3283f626f92d2624d7985a9ec274bf89,2023-07-31 12:38:32+00:00,32,184,1804,1988,0,261
901,8fcbea4c6993f54e53bec4b78c4c15cb5539e192,2023-08-01 02:03:38+00:00,4,12,19,31,0,26
902,86ff60c3fbee83554bc5395a21b2397169420d81,2023-08-01 03:00:20+00:00,1,3,3,6,0,0
904,831d968967e086a5b2681d320e6f7287b31d3be6,2023-08-01 13:59:40+00:00,2,145,145,290,0,0
905,e3a26b7e126af32d004cad7b0e0108917d214005,2023-08-01 14:11:49+00:00,3,1,21,22,0,57
906,6ebe500133bca7df7e13731e1035ba7254e3c0a3,2023-08-01 14:35:54+00:00,1,0,1,1,0,0
907,420c729988cd973b90d621bca398c67aec024faa,2023-08-01 14:42:25+00:00,3,0,24,24,0,3
908,b0aa515b5b5ab170ecc6dee87dc9008cf9c86916,2023-08-01 17:45:47+00:00,19,107,187,294,0,18
909,c28a6b0294f665b1fb56d49e4bff1f32decb9749,2023-08-01 17:46:06+00:00,2,2,2,4,0,1
912,5cb43ff179c54d6441eb71ae1d3b5733f1c5691d,2023-08-02 01:54:31+00:00,1,4,4,8,0,1
913,6702ee0c4c46df5d84a574c0af035f1caec9ec8d,2023-08-02 02:44:22+00:00,2,2,2,4,0,2
914,4b28f18d43e1c9fcf82b6b2b053e75e7c01be095,2023-08-02 07:31:46+00:00,17,3,75,78,0,31
917,cd1cbd434d15258eabd76f5e00b5059d5f6281f3,2023-08-03 02:27:05+00:00,1,0,2,2,0,4
918,f85c34033eda58cc0b9b6723998a1999e060bc5c,2023-08-03 15:51:41+00:00,7,3,78,81,0,35
921,64f680cfd7e318842c4c3c367d85c6ba7a42c525,2023-08-04 06:54:25+00:00,2,25,28,53,0,27
922,6217cc37c3f945ad6bc867aa2c1cf9d0b8701cbb,2023-08-04 06:54:54+00:00,2,0,15,15,0,1
923,25d3cee77255c4273ee5d9d905c739ee36ed2429,2023-08-04 07:29:19+00:00,1,3,3,6,0,1
924,64d7cd0801bae7a0876744cd33d841dcdf6dd9f1,2023-08-04 09:41:41+00:00,1,0,2,2,0,9
933,afcb6a30d6f12a3154a7883fc2d93061132c1933,2023-08-08 05:32:54+00:00,10,191,245,436,1,98
934,0dbff28b2d0afb928c3b0ac5ad4fccc9e19a4c33,2023-08-08 06:19:14+00:00,10,245,191,436,0,96
935,061648deaf31a555a29c49be54ccd6610f99f3fb,2023-08-08 12:55:06+00:00,1,0,28,28,0,1
938,3ff4b6c2290c06dac309ea22d6983512cd237906,2023-08-09 08:22:09+00:00,2,0,16,16,0,3
939,f3179976604fed98f7903377a701bc5caf3a51f3,2023-08-09 10:23:43+00:00,1,9,9,18,0,1
940,8b24103b1df6ff56884bc29a678a4dd4baee7ebd,2023-08-09 13:53:20+00:00,10,191,245,436,0,98
943,2151a6cdd588c70d131b6ebe396a776358eca75a,2023-08-10 03:37:58+00:00,1,5,5,10,0,8
944,bc811b2a4daafdae63f05486725326dcd58dfb82,2023-08-10 03:43:21+00:00,1,26,38,64,0,27
945,e2e4be1df2706f0a7de69019a30523bde2786dd3,2023-08-10 03:53:06+00:00,1,11,17,28,0,9
946,f3b3f72765ab7f89c80c7fa0e420d46e9f701213,2023-08-10 03:53:47+00:00,2,3,7,10,0,13
947,54d6c440e974d1c7708b71f276eb47a0baefe82e,2023-08-10 04:51:46+00:00,3,2,5,7,0,6
948,e0a681bc68e0f1d1e82db6e48ca48ac5fd710d4e,2023-08-10 12:17:07+00:00,12,14,38,52,0,25
949,2f7f5e1a0e448ca870b2f7333035178906033726,2023-08-10 12:24:11+00:00,2,4,4,8,0,4
952,ca0f90b69c59ce282cc39ec703444dc9581779a9,2023-08-11 02:05:57+00:00,6,72,203,275,0,76
955,ca99b0b2fb1f0abd642d6ab836ec861eb26926ec,2023-08-11 03:07:29+00:00,5,66,52,118,0,8
957,8b42c2c8d98529b22869c4e230e59355f57af4e3,2023-08-11 06:42:43+00:00,1,2,50,52,0,0
959,0c71b1a8467b3215e972f22325657bdaf8eee80c,2023-08-11 08:01:55+00:00,1,0,1,1,0,4
960,51b7b1ceb496a5bfe9c91a7b3edd4fa6475e3b24,2023-08-11 10:46:15+00:00,2,0,6,6,0,0
962,6be16b2cae5c129d7bd7a3fb71f2f3977a7ea20b,2023-08-11 10:52:01+00:00,2,2,2,4,0,0
969,2cddc26e6f1adfc21385117beefb9d8a20fe258d,2023-08-14 03:03:16+00:00,29,200,119,319,0,232
970,1fa68c1725095bb9ed7827533de32ae0ce0ab535,2023-08-14 04:11:19+00:00,1,1,1,2,0,12
971,9d2d1845c1953ffc7233a18b93c3be3998ad757d,2023-08-14 05:04:43+00:00,2,2,2,4,0,12
973,0ca5c67adb1886191c2ab09b6a6af03f49cea2b5,2023-08-15 00:06:45+00:00,2,2,0,2,0,7
975,14b69e538401fb157642b71a6c95b55ed8c84cca,2023-08-15 00:20:40+00:00,2,11,10,21,0,23
976,c013a4c334256a749657fbc2e7596dbc2571f9fe,2023-08-15 01:48:02+00:00,7,8,21,29,0,66
978,709f8863ed3082b1497f264fc35f637d6e41c55c,2023-08-15 04:08:26+00:00,3,3,56,59,0,5
979,d4c131cadfed12507d1e1b2dccc6e5c492f26125,2023-08-15 04:33:51+00:00,1,10,4,14,0,2
980,df45d0f8a5d5c33cdd0486913d2012abaa82bf02,2023-08-15 10:54:34+00:00,27,524,1786,2310,0,60
981,db8ffd0793c4c1998dc7ca5bce77aadbe3bae51b,2023-08-15 12:57:31+00:00,2,0,15,15,0,1
983,d8742ccbcc855aa65d1c8fb92057c0a5b8996d38,2023-08-15 17:24:40+00:00,1,1,7,8,0,2
984,b61dcaf3781ec3763f20af540cd76b7b5c5e3681,2023-08-15 17:25:03+00:00,5,167,51,218,0,63
987,e2ada6d9fb5445ea9380e16f76024b75d8527583,2023-08-16 03:55:41+00:00,2,14,18,32,1,6
988,726a09484826d6fde32258a8f63ab1061e10a21e,2023-08-16 04:11:09+00:00,2,8,14,22,0,10
990,14371155a813bfb5e96e680b2e174cbcab8c186f,2023-08-16 04:28:02+00:00,19,3,98,101,0,36
991,13ddae5f8be9b828acdbe15f5faa481df65c1a04,2023-08-16 06:00:52+00:00,1,0,3,3,0,0
995,580484ec400db04f6e134aa5484b597ebcea8efc,2023-08-17 01:39:14+00:00,2,18,14,32,0,4
996,6437fbfbad1efce53ce21693f38cb4b57730db16,2023-08-17 01:41:44+00:00,4,18,16,34,0,2
997,981230df0948322fea669dcb07d3129668a5422e,2023-08-17 02:03:20+00:00,1,2,2,4,0,0
998,299cf46b7c54937920478bbb2c09290dff878197,2023-08-17 02:29:10+00:00,6,25,73,98,0,16
999,6da4bb6673ad6eb374643b8aa13e9e3876c266c8,2023-08-17 03:30:52+00:00,1,1,1,2,0,1
1001,4ec175001f8d30657d38048b89b185323007e02d,2023-08-17 04:22:27+00:00,4,0,0,0,0,0
1002,801df3dcff3b39f98c55e676aa62b6374c5b89cd,2023-08-17 08:20:59+00:00,2,2,2,4,0,65
1003,2e4593b56491545f5248461dded64f6244eee2e9,2023-08-17 08:45:56+00:00,1,9,0,9,0,2
1004,358994e9664f010044930dd69699b947cbb07f4a,2023-08-17 09:22:30+00:00,26,235,328,563,0,91
1005,2a6e2093626a9989ccdf788abf05a6ceb637a099,2023-08-17 09:36:21+00:00,1,2,2,4,0,11
1006,9b4781d125cfe430a56cd56c757ee54e6619d538,2023-08-17 10:49:51+00:00,26,327,234,561,0,93
1008,30bf85800e85f3801e0fc9f1f57d6d2e2d0c8876,2023-08-17 13:15:40+00:00,26,239,334,573,0,91
1009,d6980a0eccc9629f1836e8d4943cb7ce87842759,2023-08-17 13:37:59+00:00,3,3,3,6,0,11
1010,fe13962aad8bc597118ffb66b3ee9f459dab15aa,2023-08-17 13:38:39+00:00,8,1,191,192,0,6
1011,5ef1e69ff6a125efd36919362a7d58b61ca5d05a,2023-08-17 14:22:33+00:00,2,2,2,4,0,3
1014,007adc6ef7075bf84ed32c504222575d0253f856,2023-08-18 07:42:56+00:00,3,5,10,15,0,12
1015,6f44768edac6f50242595a6d1ba4c5008e934daf,2023-08-18 08:31:06+00:00,2,0,15,15,0,1
1016,f4bae0e74b76c642ee47f1e304236f3a8716e7cf,2023-08-18 22:28:56+00:00,1,0,9,9,0,2
1017,d64a8b41d988d45c9941ccd7518734e52a520908,2023-08-19 02:20:12+00:00,1,13,28,41,0,0
1018,3d18a08d0121b3853fcfa3e1dd8a84ada40fb3d5,2023-08-19 02:26:38+00:00,3,14,36,50,0,27
1019,4782a2e6e1761a9f5bda263c3b8b9a406832e377,2023-08-19 02:37:16+00:00,10,77,89,166,0,91
1020,46b9699a9451fbcd30a95ac0e9faa55a8d95257a,2023-08-19 02:39:46+00:00,8,70,107,177,0,94
1025,9ef089094611b24478f3c7fad57dbafe043c7d66,2023-08-21 00:15:12+00:00,2,2,2,4,0,28
1028,4ca0bde659022501efebf2f7254a585a3ec572fb,2023-08-21 01:16:10+00:00,1,5,9,14,0,2
1029,b590424b17b1a50e6ff5e03162bede25e8b81e26,2023-08-21 01:20:34+00:00,2,2,2,4,0,28
1030,2b9619fe334e252d0d00d70d60066d0d691d0a78,2023-08-21 01:43:40+00:00,6,73,36,109,0,17
1035,5eb817706fd3cf34b83deca82137e15f8d55b7cd,2023-08-22 01:55:31+00:00,4,4,14,18,0,10
1036,72feeb96b45447ce1ada3205a397deec248a074b,2023-08-22 02:40:20+00:00,4,24,5,29,0,5
1037,0d809fe5282b61f9824438a98f8210d430f7052e,2023-08-22 02:42:13+00:00,5,11,8,19,0,40
1038,8605fa68c102cf0ea320c23e27a719af588f4fee,2023-08-22 06:38:45+00:00,1,0,8,8,0,2
1039,d27ddfc450181ef84af832ff73a739dfd3edff0e,2023-08-22 06:46:08+00:00,1,0,7,7,0,0
1040,c4848219850400dacaa18eee6f7b69711a7692f1,2023-08-22 07:16:30+00:00,3,0,87,87,0,3
1044,9f3172be8dd4f1056a4a2bdb9f8cdd6275765924,2023-08-23 03:57:15+00:00,2,1,10,11,0,1
1045,b19016c1f1491778c70e0ee2e35a585d1dc1d71c,2023-08-23 05:31:13+00:00,2,28,35,63,0,63
1046,84b5d3743f39fac38f5075848ad3ac9887b3cc6c,2023-08-23 09:12:49+00:00,9,32,79,111,0,12
1052,bfd9abe44af823bd428313e87c9407031dc945b6,2023-08-24 06:52:25+00:00,1,1,1,2,0,0
1053,05cdbeaee446c9f778d05a9109f652e65d94d282,2023-08-24 10:24:22+00:00,3,2,15,17,0,16
1054,5e15c611eab231e71d9f118431d33d70f888f66d,2023-08-24 12:08:22+00:00,27,13,149,162,0,79
1055,fa4a103dcaa2cbb7b07686abb19973d9db3e15de,2023-08-24 12:12:21+00:00,3,21,38,59,0,7
1057,aa93e8c6279653131a1675d3135b33ce47367b10,2023-08-24 13:59:17+00:00,9,1,181,182,0,6
1060,de517fb478aee5148e56f489e469455e72812a3f,2023-08-25 00:24:36+00:00,7,14,15,29,0,39
1061,8b31acf4fda49ddf90f6e3468848ce1a0d2f5a89,2023-08-25 00:32:17+00:00,1,1,1,2,0,2
1062,659be052990741a4baadd83f1d3461b56e2ef02f,2023-08-25 03:48:56+00:00,3,45,117,162,0,17
1064,8fcf77ab4d237b00909e034644b4885946724c08,2023-08-25 04:09:21+00:00,3,1,7,8,0,3
1068,e9c08078742e167704e362fc00eaf07d64f4362b,2023-08-25 05:24:37+00:00,2,18,7,25,0,0
1070,cabf087c6e47d918c8f8aa13ceefd209fe4d84c8,2023-08-25 06:12:45+00:00,1,5,6,11,0,0
1071,f7988ec98a3f11b09408219837b78b59d8d3c3e2,2023-08-25 08:45:32+00:00,3,5,23,28,0,15
1072,46dc33db6f99cffdd2041a61d25c8cda300d8b6d,2023-08-25 10:36:34+00:00,7,140,239,379,0,53
1073,24f51d3142af42aae7b3bd36133824370e583e55,2023-08-25 10:38:20+00:00,1,0,5,5,0,0
1077,f2222ed7842b69c1c9bd5f475bd2fdfd9596e4ce,2023-08-26 11:22:45+00:00,2,2,3,5,0,8
1082,3631e387435225cb516f308ac0069ac7f7481394,2023-08-28 03:58:22+00:00,13,45,53,98,0,65
1083,62aaecafa58daae40653e33d159d0b47a1e064f6,2023-08-28 07:55:01+00:00,1,0,3,3,0,3
1085,2db02f01bc93588051b6df4824031b984f4bf23c,2023-08-28 09:28:30+00:00,19,10,3315,3325,0,67
1086,4b3b18079ca9cd5ac5855080887dd48c3d40ed29,2023-08-28 10:09:35+00:00,1,0,5,5,0,0
1088,f82b3ebd19b77d0f026228168226ea91b2f43323,2023-08-28 10:40:49+00:00,4,6,18,24,0,18
1089,a9b41e9892131f542ebfd677cc505f3c5135333c,2023-08-28 11:46:40+00:00,1,2,15,17,0,1
1090,74b3c1e8f7cdc59f41eecb8036ca5658db5d79a3,2023-08-28 13:52:21+00:00,1,4,9,13,0,50
1091,0e1c728b87691c5680b29cc4f74794918deeeee3,2023-08-28 14:17:24+00:00,2,26,14,40,0,8
1094,bd8473ebdf5dd2eac5d9818efcdf7cf8bf2ceaf0,2023-08-29 07:21:17+00:00,1,1,14,15,0,0
1095,99a43e7b4751805620550253c1c81a394340267a,2023-08-29 07:58:33+00:00,2,1,16,17,0,0
1096,be62f3b8019a0e63da46eb3f8ddf57fe1756c3af,2023-08-29 09:38:10+00:00,31,1457,497,1954,0,180
1097,4994dc76bd6223956e8ce92b0941c9fbba0dd380,2023-08-29 10:47:16+00:00,1,13,7,20,0,4
1100,9d0bdc9fc0d034b92fccc6383df334004887221e,2023-08-30 04:21:23+00:00,2,3121,9,3130,0,1
1101,088702e95cf8faf3a406ff425c0dcea4e86be9a8,2023-08-30 04:23:20+00:00,6,11,11,22,0,46
1103,df25df6e03d4b28648f9c6153fd52bb983b35212,2023-08-30 05:46:18+00:00,1,2,2,4,0,0
1104,81970821034a9f891d6ada132d0ab4889d54bde3,2023-08-30 06:22:15+00:00,8,9,27,36,0,68
1105,b7c1f4337f0be39c54d8e26c0fdfbd7398de9aaa,2023-08-30 07:42:53+00:00,19,1,140,141,0,36
1106,3687757036751e2592de55e4677fc2d3879f1bce,2023-08-30 07:43:03+00:00,1,0,9,9,0,2
1107,000c475477fc5f242c88335bea461664617cc6c5,2023-08-31 03:22:09+00:00,2,8,19,27,0,8
1110,99253b6e8feb70101e9aab60786e0937e25ea781,2023-08-31 03:52:29+00:00,2,1,13,14,0,39
1111,6c0435deeed928ee0909f3273c37e19ea1529fa3,2023-08-31 03:53:20+00:00,8,599,18,617,0,33
1113,612c9195a4b7aed66e9ee384430f663f2ba7aabc,2023-08-31 06:48:54+00:00,5,18,79,97,0,29
1114,b048134ab32d50a461c4463b6fb045067a846caa,2023-08-31 07:48:41+00:00,2,0,30,30,0,0
1115,f304b4640f1957f3805bb3835f8f8f828b056f54,2023-08-31 07:48:49+00:00,2,0,29,29,0,0
1116,20ae199042e06e770417431e3ce8a8973f3f9cd1,2023-08-31 10:05:09+00:00,1,2,0,2,0,4
1119,7a0c21e72d1c0c35750458a3fc4c22614d204167,2023-08-31 15:34:00+00:00,2,3,8,11,0,0
1120,80d5531a268a615e9847286e7568b757f727e3a9,2023-08-31 15:37:14+00:00,9,1,200,201,0,5
1125,a895e63a9533abb2964dc56a5b84f5000f64fa20,2023-09-01 02:28:22+00:00,1,2,2,4,0,8
1126,73b382210b87eea1896fe776bb5510378a991496,2023-09-01 04:42:26+00:00,7,29,95,124,0,11
1127,06a70a7e7415a82e5cbb3073500e486c62e72170,2023-09-01 08:22:03+00:00,2,21,96,117,0,2
1128,9ca53aacf8a335f645b37d28c4689b21ee3803b0,2023-09-01 09:30:15+00:00,3,0,31,31,0,3
1129,45476b81f91a3fd0b2da1b43fd7cf5bda91c56d1,2023-09-01 10:48:19+00:00,6,17,94,111,0,11
1130,39d99a8c8b93e023143cd38a21b8b550b8f68ef0,2023-09-01 11:49:35+00:00,5,18,13,31,0,13
1135,5ad6c6c8bfbbd9ab2eccd900fba73e6eb592ccdb,2023-09-03 00:40:50+00:00,1,18,18,36,0,2
1137,f5291ded9d6555baa0f48558f739571cca0046cf,2023-09-03 23:45:50+00:00,4,12,12,24,0,0
1139,308015d5b91f8e0da8ce51fead9db6553d97d34f,2023-09-04 00:06:43+00:00,9,111,112,223,0,33
1140,a3247bb49ac17bc7c0c6b45d4e7bdc1aa285ad3a,2023-09-04 00:14:17+00:00,4,9,8,17,0,59
1144,416cb110b61a6f8c4fce5f6aa6f89ea09f7b457c,2023-09-04 09:34:37+00:00,6,77,68,145,0,7
1148,cb283b55e531cdc880c318b430c450602dbad39e,2023-09-05 04:01:56+00:00,1,0,1,1,0,4
1149,024dc99b4fa56e13d544d04603333c108103547c,2023-09-05 08:08:43+00:00,1,2,0,2,0,10
1150,848fb352fa2d152c3950fd5f61a9626af0abe63f,2023-09-05 09:45:36+00:00,3,234,180,414,0,7
1151,b610a7e19ceb5689b6c90a490797462b84b461e2,2023-09-05 09:45:46+00:00,14,121,268,389,0,51
1152,86fac6393960053c687d8a5e0741c91d04eadecc,2023-09-05 10:13:27+00:00,14,190,96,286,0,82
1153,104a6dd952cc56710a4d256a871871c065d091c3,2023-09-05 10:42:33+00:00,2,2,2,4,0,11
1154,0641cc6edfaf0b70d6d1c89d119f427d93f8e291,2023-09-05 10:46:13+00:00,1,0,5,5,0,0
1155,8913aad67d25cf55384adf90bbf7c4c3c74ec19b,2023-09-05 10:46:22+00:00,1,3,3,6,0,1
1156,b8ae2e48b16304bd0eed61689e1b35babb09e8a0,2023-09-05 12:11:01+00:00,1,0,2,2,0,4
1157,e4bfa0a1511e317ce5e315a38cd02832262183b8,2023-09-05 13:45:46+00:00,15,90,68,158,0,72
1158,ca461697b425d15bff78e8739acb4e2fd2860708,2023-09-05 13:49:14+00:00,1,5,4,9,0,6
1159,4450467f61fcab5968ab94b6c017ebd7f89d7473,2023-09-05 14:28:39+00:00,2,16,54,70,0,18
1163,4fdb8c8dd902270461ff394bfd30c65a1380067b,2023-09-06 06:19:39+00:00,1,7,7,14,0,4
1164,815e70e19d81c61b2c245034e4685a67aa238482,2023-09-06 07:42:25+00:00,19,2,138,140,0,36
1165,a784ca6eddd0e244d135bddd7b913b6f10920ad8,2023-09-06 08:31:34+00:00,33,787,1146,1933,0,91
1168,6f83b071ef12c905d6328ca07a5894581c55052b,2023-09-06 08:37:22+00:00,7,33,44,77,0,75
1169,54ead6fbec9897549839f368834bb4981430d219,2023-09-06 08:37:35+00:00,1,1,1,2,0,2
1171,fdd35e256f5a90bdf7e4ff33abc1d17e2cc4f440,2023-09-06 08:52:49+00:00,5,46,37,83,0,38
1172,efa8af4643bdbfb1a058dd68b9c5773bbf10ee62,2023-09-06 09:01:10+00:00,1,2,2,4,0,11
1173,c2f8fe7bc8314de966db70bb621db950485979b6,2023-09-06 23:42:25+00:00,2,0,32,32,0,3
1176,8337b09a8b0adca339b440e197167d2dd92b67ba,2023-09-07 02:14:22+00:00,4,1,15,16,0,0
1179,5a9836d393f8afc6841d148f173154c6bc6212c3,2023-09-07 02:28:37+00:00,2,2,11,13,0,0
1181,2c1c5e5c8e06dedda4fe71b4c060f1cb829684da,2023-09-07 07:15:35+00:00,32,48,47,95,0,225
1182,575ffc0d5042f70e6b04b901d80274e2cee1e536,2023-09-07 11:42:37+00:00,1,7,0,7,0,1
1183,32a69d8c93a9b768bd20ef510acb5a80a1dbaeb7,2023-09-07 12:36:56+00:00,3,10,9,19,0,22
1186,4c326dac8838e5af5c80f0617c246fbcf8e8a01d,2023-09-08 03:05:46+00:00,137,2469,2569,5038,0,618
1187,329c19490fc2ca0be6115dacc495448b65f4f835,2023-09-08 15:13:28+00:00,1,98,111,209,0,14
1190,78d4563eb576ae694739a489fd7b1f477e51d0a1,2023-09-09 05:55:47+00:00,1,1,1,2,0,2
1191,badb8d26554ef59205c6801a59089ed70675bffd,2023-09-09 08:56:31+00:00,1,1,1,2,0,14
1194,17ccb1ff6c1b2c5018298b015bcd51f40ae55077,2023-09-10 12:47:01+00:00,1,2,2,4,0,0
1195,b222b11d272209df8966d00320839a11f8e65a2d,2023-09-11 01:14:06+00:00,21,5,288,293,0,10
1199,9df78d526c1bd373ba0fcbaee848a2e815f3ceb5,2023-09-11 05:20:10+00:00,1,1,1,2,0,1
1201,dd10c9457bcc31f7ea8b666096b5e5c593c9412c,2023-09-11 06:08:04+00:00,3,4,9,13,0,0
1203,51b77c78749e4c1ec64b66e7ceb20e8e21e5860c,2023-09-11 07:30:21+00:00,13,52,25,77,0,68
1204,bb83caccc2ee343642456b2ac2c2f3b6c4de76ad,2023-09-11 07:30:41+00:00,33,930,1033,1963,0,118
1205,9ea943a8e474fc0e1d55e3d77277acc5690710c3,2023-09-11 09:08:50+00:00,1,2,2,4,0,24
1207,4cca3f68871e9273c4e8f6bf6041f14ca7e926e1,2023-09-11 10:26:17+00:00,9,8,50,58,0,39
1208,db0950a5bcbb6d0e605c6388c6c841ebdfb50774,2023-09-11 12:51:20+00:00,4,7,7,14,0,44
1211,fb71fc11a6eb59b3232aadbf8302f076b57a37a9,2023-09-12 03:02:16+00:00,2,1536,177,1713,0,0
1212,ed9f039c91fb86dcfdbe488c33b14969567d09aa,2023-09-12 03:36:53+00:00,17,73,101,174,0,267
1214,3a9656537e69cc406ccc426c65c47e6425f4720a,2023-09-12 04:18:01+00:00,3,14,18,32,0,16
1216,b840724bdb01783a9639efa47e2c5996d24342b7,2023-09-12 05:26:01+00:00,1,3,8,11,0,11
1217,991f5ae23dcb7dbd2b0d6e2ffd147226e78b2e91,2023-09-12 06:11:53+00:00,8,8,41,49,0,13
1222,9367177d44e50ccfbcb6ce263cf7a2cdd8354b0c,2023-09-13 02:41:07+00:00,2,4,2,6,0,0
1223,8083d181d6ade153e0a0ffbee400706b84225f7c,2023-09-13 03:00:45+00:00,2,2,2,4,0,6
1225,0b03de26a61cddb572a4170834d95779a16af1ec,2023-09-13 10:08:22+00:00,15,57,67,124,0,112
1228,8b7736216973e70c4bad5bd227510ff1bc9c1f0d,2023-09-13 16:27:47+00:00,1,0,8,8,0,2
1231,b140cd4c37e62a6ac937c658a71c7f7522fa162c,2023-09-14 02:53:37+00:00,8,105,280,385,0,92
1233,424636360731c6afc2726b58b55942810096be3c,2023-09-14 07:24:52+00:00,1,0,6,6,0,0
1234,5d48bfe3619c455e58512f718568cc85dc5a7ff2,2023-09-14 08:37:00+00:00,1,7,7,14,0,1
1235,67d0780d1bd0fe0683b65269538a96fda4dbaaba,2023-09-14 09:36:42+00:00,1,0,5,5,0,0
1236,2d7e1b3e2609d5ab9d998e06203eee10611187ca,2023-09-14 09:37:02+00:00,38,640,493,1133,0,192
1238,7ed70cff7ebd0468f7d6ac0598b630668f43f9ae,2023-09-14 10:00:37+00:00,1,1,1,2,0,0
1239,a73a15ee53b74f34a0f1f2d708722be0fee0efbe,2023-09-14 10:03:07+00:00,5,14,53,67,0,30
1240,5914d72e55a3320fc2b431e3dc12ac178aeb01ef,2023-09-14 10:59:53+00:00,14,305,469,774,0,213
1241,f527b2930f0dcecd1a78287d377680417524cd4a,2023-09-14 11:08:10+00:00,18,30,296,326,0,50
1242,21bf720b4d548fdb61f0d203ba8d50ebc7204793,2023-09-14 21:45:16+00:00,123,983,1086,2069,0,362
1243,f30488f5248b357e8a4db2fb94c6e4166529b7f3,2023-09-14 23:39:36+00:00,1,1,1,2,0,11
1244,05c544b228d9b28a6d5361e2e5ab5167c58d8de5,2023-09-15 02:16:05+00:00,2,0,2,2,0,0
1248,d167bdb519026eae25bf47beffcf239daa92a1be,2023-09-15 02:34:33+00:00,2,23,30,53,0,18
1249,a800d2ef3d04cd2fb16f74e9c28a3b1235228200,2023-09-15 03:41:53+00:00,1,3,3,6,0,2
1250,96c3aafb1b39271747ddf8439844f05af7365783,2023-09-15 04:05:05+00:00,7,12,148,160,0,29
1251,92f9b2b65e7111de7368224d1d2d7a46f5cb2c7d,2023-09-15 04:21:23+00:00,1,1,1,2,0,6
1252,d25b6ae34c9190138986581131649c6987691e61,2023-09-15 04:35:34+00:00,11,36,100,136,0,40
1254,3dac935ae18730c692305da18eb5efa2743c931b,2023-09-15 04:45:55+00:00,5,9,12,21,0,82
1255,dfbf2b4a21c9a712202c25a579ef9a65be986a60,2023-09-15 04:46:38+00:00,1,45,52,97,0,13
1257,a8df1e800735432cffaaf4b171e5b70912485a77,2023-09-15 06:47:49+00:00,1,2,2,4,0,0
1258,724c81907c17a9d64fc37f0dc651d3bc05e03f2b,2023-09-15 08:36:47+00:00,1,0,14,14,0,1
1259,e491ed2ba2b8c098654be41d8bcb27dd1569e477,2023-09-15 08:51:30+00:00,7,15,24,39,0,62
1261,187864deb5a8809e6c06953e77eb81167b437f6a,2023-09-15 12:04:25+00:00,2,3,4,7,0,3
1262,29af67cf8324d9c95c29d94c30b671de30e2d2fb,2023-09-18 02:48:53+00:00,1,1,1,2,0,0
1265,ae8ff68735b2a5ad6c7fccb04737befbd12ab195,2023-09-18 03:08:41+00:00,1,1,1,2,0,0
1267,7536c8282c9f710c110efaeac3ee9deed92753e6,2023-09-18 03:15:31+00:00,1,0,2,2,0,0
1269,67e10cd2e70eca7ddfe72972866fac14733ff577,2023-09-18 06:30:18+00:00,1,2,1,3,0,0
1270,5bf67e2666141e575975ecf72e23357078a78e14,2023-09-18 07:40:35+00:00,2,0,15,15,0,1
1271,976e48ea99a468f9cfb0f5445efdc55c364d0d3e,2023-09-18 08:33:20+00:00,1,1,2,3,0,0
1272,56dcac3ec6fd2e0459c388680c613ee8531c397b,2023-09-18 09:05:56+00:00,2,21,23,44,0,15
1273,dcd2a4a8e30afde25a92bfc8d3fb0e2bc1469e07,2023-09-18 09:49:10+00:00,1,1,2,3,0,0
1274,0788fffde77828f42c07fcf34403d8a8b9b4d667,2023-09-18 10:33:55+00:00,14,81,123,204,0,138
1276,e64d230c5dd5719c9a6c57e67cb2dd643823f4a1,2023-09-18 16:04:57+00:00,3,4,19,23,0,4
1279,27a9a23311dca2ba25b798013b7b806fe9a1730d,2023-09-19 01:58:40+00:00,1,0,8,8,0,2
1280,64eae67c8fed1720cf7a87c306d9dddda9c0ad8f,2023-09-19 02:04:12+00:00,1,2,2,4,0,8
1281,5ba1796f4dd174a1e37b8ae8e1510124a026a4f1,2023-09-19 02:04:51+00:00,1,17,17,34,0,2
1282,82bfc787e59162ae8ceaecd6401c08c8f66cd0d4,2023-09-19 06:11:27+00:00,1,8,14,22,0,3
1283,5e3efdfe990d7d10a288d6ba46c6c5c80875249b,2023-09-19 08:48:04+00:00,22,37,60,97,0,81
1285,2bc9eae8609d5a08a7626f930e422ed0f6c1bfa4,2023-09-19 10:26:41+00:00,216,226,282,508,0,1761
1286,81270cfe5ed5f8f32ae0021610ae17be68cb2192,2023-09-19 11:37:05+00:00,2,1,7,8,0,3
1289,003ac8a33e48032ca161dfea65d43956d1e38156,2023-09-20 02:39:47+00:00,1,3,3,6,0,18
1290,23b0d324420c27aa1addec0d750c3b122f64a0c1,2023-09-20 08:37:09+00:00,5,221,260,481,0,61
1293,9f65a3ee091e9950187728f6ed4d41adc09f3539,2023-09-21 02:38:27+00:00,30,449,458,907,0,164
1294,8bb2e022e98551af637a8455336d36c5d6799384,2023-09-21 07:12:43+00:00,6,3,94,97,0,1
1295,0cc7ee0a81d7774d64c74e85185dc39b9262feed,2023-09-21 08:22:27+00:00,28,581,550,1131,0,88
1298,c08f1353c9cf3b37c6593012280281229d24c80b,2023-09-22 03:38:49+00:00,7,23,135,158,0,38
1299,b295c981a36d174f174b3b39ecb0fa8e91d45ce1,2023-09-22 03:56:54+00:00,2,1,7,8,0,3
