programming_language,repo_name,commit_id,tool,hash,date,files,deletions,insertions,lines
TypeScript,pancakeswap/pancake-frontend,cf1f8e89e2e111b21092379f87e4d15d568b6a2c,copilot-pr,cf1f8e89e2e111b21092379f87e4d15d568b6a2c,2023-10-03 04:09:38+02:00,16,35,35,70
TypeScript,pancakeswap/pancake-frontend,92f0da053b2ffb5f05a6520e3b52de8a29e1b294,copilot,92f0da053b2ffb5f05a6520e3b52de8a29e1b294,2023-10-02 14:42:25+08:00,3,10,16,26
TypeScript,pancakeswap/pancake-frontend,b7c5d122cf1c573317019ae0935155799830c438,copilot-pr,b7c5d122cf1c573317019ae0935155799830c438,2023-10-02 04:02:13+02:00,4,12,12,24
TypeScript,pancakeswap/pancake-frontend,60785460fd5d3d093c713002218d86436348034c,copilot-pr,60785460fd5d3d093c713002218d86436348034c,2023-10-02 03:46:25+02:00,1,3,14,17
TypeScript,pancakeswap/pancake-frontend,1816add95abe9de94b2588d2145d1d7f12bdb1ce,copilot-pr,1816add95abe9de94b2588d2145d1d7f12bdb1ce,2023-10-02 03:45:55+02:00,2,15,11,26
TypeScript,pancakeswap/pancake-frontend,1127087519baee02eb4b46738fbe10c7d6353e51,copilot-pr,1127087519baee02eb4b46738fbe10c7d6353e51,2023-09-29 08:38:07-04:00,63,63,4767,4830
TypeScript,pancakeswap/pancake-frontend,457d1d3e8b52e63be44433150f29d35dcd64da88,copilot-pr,457d1d3e8b52e63be44433150f29d35dcd64da88,2023-09-29 10:13:40+01:00,2,0,57,57
TypeScript,pancakeswap/pancake-frontend,93254838ad3f8776e44b70d151ca29f8f92bf94b,copilot-pr,93254838ad3f8776e44b70d151ca29f8f92bf94b,2023-09-29 02:10:12+02:00,6,110,111,221
TypeScript,pancakeswap/pancake-frontend,7ec6bc71bcbe2263a1aceb14059aabe7f9cb3a8c,copilot-pr,7ec6bc71bcbe2263a1aceb14059aabe7f9cb3a8c,2023-09-29 08:02:58+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,ec8894cb56a897a81ac62c260682177ac7b72d03,copilot-pr,ec8894cb56a897a81ac62c260682177ac7b72d03,2023-09-28 20:47:13+08:00,1,1,0,1
TypeScript,pancakeswap/pancake-frontend,435a90ac2c25d59a944d7e825349f0c28b679326,copilot-pr,435a90ac2c25d59a944d7e825349f0c28b679326,2023-09-28 20:27:34+08:00,43,63,425,488
TypeScript,pancakeswap/pancake-frontend,f8806f13542ae33cb7c675276071a77a13acf3a6,copilot,f8806f13542ae33cb7c675276071a77a13acf3a6,2023-09-28 19:59:01+08:00,2,1,7,8
TypeScript,pancakeswap/pancake-frontend,5ad7fae16e8cab227ccb8124376054151d39a736,copilot-pr,5ad7fae16e8cab227ccb8124376054151d39a736,2023-09-28 18:18:09+08:00,1,9,9,18
TypeScript,pancakeswap/pancake-frontend,5b1c68cb6a9a6c4a3b38013808eac8728bed255a,copilot-pr,5b1c68cb6a9a6c4a3b38013808eac8728bed255a,2023-09-28 14:59:44+08:00,7,27,43,70
TypeScript,pancakeswap/pancake-frontend,e2090ac6ade2710cc95aa8a964ae57a96f853df2,copilot-pr,e2090ac6ade2710cc95aa8a964ae57a96f853df2,2023-09-28 11:29:13+08:00,122,692,4058,4750
TypeScript,pancakeswap/pancake-frontend,1577caa6f819797a7146adc7f4f023e81c6bae04,copilot-pr,1577caa6f819797a7146adc7f4f023e81c6bae04,2023-09-28 10:48:49+08:00,2,0,8,8
TypeScript,pancakeswap/pancake-frontend,8924001ac9d4dcdd8e1ba7a34d00619a47f5a7be,copilot-pr,8924001ac9d4dcdd8e1ba7a34d00619a47f5a7be,2023-09-27 18:53:11+08:00,1,0,1,1
TypeScript,pancakeswap/pancake-frontend,007261f8bdfd6677f1f9b18dda8f52c7c3f1c876,copilot,007261f8bdfd6677f1f9b18dda8f52c7c3f1c876,2023-09-27 18:43:39+08:00,2,1,7,8
TypeScript,pancakeswap/pancake-frontend,383271a19a91996f8e1a05d71644ae4011187528,copilot-pr,383271a19a91996f8e1a05d71644ae4011187528,2023-09-27 18:12:56+08:00,1,3,1,4
TypeScript,pancakeswap/pancake-frontend,a9a703dd79bcdd7abe353ed3c583972eda49f771,copilot,a9a703dd79bcdd7abe353ed3c583972eda49f771,2023-09-27 18:03:52+08:00,4,13,4,17
TypeScript,pancakeswap/pancake-frontend,fd998fd6297ce42245890941d08e2e318047006e,copilot,fd998fd6297ce42245890941d08e2e318047006e,2023-09-27 16:42:13+08:00,12,19,212,231
TypeScript,pancakeswap/pancake-frontend,99f5933179a1c8e8f3826a54806d820e339859b9,copilot-pr,99f5933179a1c8e8f3826a54806d820e339859b9,2023-09-27 08:20:04+02:00,2,10,7,17
TypeScript,pancakeswap/pancake-frontend,8531a5cf46fb78ced7f36029cc735b7c02264f66,copilot-pr,8531a5cf46fb78ced7f36029cc735b7c02264f66,2023-09-26 11:32:37+01:00,1,2,6,8
TypeScript,pancakeswap/pancake-frontend,563d5c2fbdfabe0f0b56a8ada2396268986a7530,copilot-pr,563d5c2fbdfabe0f0b56a8ada2396268986a7530,2023-09-26 10:30:51+01:00,4,7,45,52
TypeScript,pancakeswap/pancake-frontend,e97240780c940d88bd90f7d232e012fb022d4ed0,copilot-pr,e97240780c940d88bd90f7d232e012fb022d4ed0,2023-09-26 11:11:27+08:00,1,1,2,3
TypeScript,pancakeswap/pancake-frontend,8662f0c63186f2feb8babc80a3276b8e19e78561,copilot-pr,8662f0c63186f2feb8babc80a3276b8e19e78561,2023-09-26 11:02:25+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,1831356d9da79fc36086d599037d7036c9f35ca5,copilot-pr,1831356d9da79fc36086d599037d7036c9f35ca5,2023-09-26 04:55:29+02:00,121,138,216,354
TypeScript,pancakeswap/pancake-frontend,03351264b1c56c2b5e8cdbe6a0c4a5010c4488c5,copilot-pr,03351264b1c56c2b5e8cdbe6a0c4a5010c4488c5,2023-09-25 20:01:32+08:00,2,13,40,53
TypeScript,pancakeswap/pancake-frontend,77faeef18dd8e0d98a4383afd8e3110d4e3eb901,copilot-pr,77faeef18dd8e0d98a4383afd8e3110d4e3eb901,2023-09-25 08:00:27-04:00,80,593,538,1131
TypeScript,pancakeswap/pancake-frontend,9ed8b5733d176f967b45a5831f24357202f90604,copilot-pr,9ed8b5733d176f967b45a5831f24357202f90604,2023-09-25 07:53:22-04:00,9,35,60,95
TypeScript,pancakeswap/pancake-frontend,8386e08bbfec70ec4efc4a85471519ec137c2c19,copilot,8386e08bbfec70ec4efc4a85471519ec137c2c19,2023-09-25 18:18:08+08:00,2,1,7,8
TypeScript,pancakeswap/pancake-frontend,5a6e008c36d8d580954031db64419a72973586cd,copilot,5a6e008c36d8d580954031db64419a72973586cd,2023-09-25 18:04:50+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,b178e28278a05b62374ff41c895a2237751dc349,copilot-pr,b178e28278a05b62374ff41c895a2237751dc349,2023-09-25 09:27:45+01:00,1,7,0,7
TypeScript,pancakeswap/pancake-frontend,ec5c0034a33c1681d7965898f58fc623ba8c9176,copilot,ec5c0034a33c1681d7965898f58fc623ba8c9176,2023-09-25 15:58:38+08:00,6,33,45,78
TypeScript,pancakeswap/pancake-frontend,8b097ba00d9ef206e34a7487ed7131ab91601a19,copilot-pr,8b097ba00d9ef206e34a7487ed7131ab91601a19,2023-09-25 08:23:52+01:00,2,0,15,15
TypeScript,pancakeswap/pancake-frontend,132ad5ec23ba56537b4c5b71d2e791e8bd2fc40d,copilot-pr,132ad5ec23ba56537b4c5b71d2e791e8bd2fc40d,2023-09-25 14:44:13+08:00,1,1,4,5
TypeScript,pancakeswap/pancake-frontend,bd2424eca989096918c3f1f617a5cd672ad29f65,copilot-pr,bd2424eca989096918c3f1f617a5cd672ad29f65,2023-09-25 14:22:10+08:00,1,4,4,8
TypeScript,pancakeswap/pancake-frontend,d95f3f9f5a3092c1b1e095729a2dd0e66125077a,copilot-pr,d95f3f9f5a3092c1b1e095729a2dd0e66125077a,2023-09-25 14:21:52+08:00,3,1,12,13
TypeScript,pancakeswap/pancake-frontend,ec522a2101614cfeeff9399309e590cd1cd7ba98,copilot,ec522a2101614cfeeff9399309e590cd1cd7ba98,2023-09-25 14:13:46+08:00,14,299,135,434
TypeScript,pancakeswap/pancake-frontend,dce949c754c9ffa952f0b0d16bbdbfafa6676feb,copilot,dce949c754c9ffa952f0b0d16bbdbfafa6676feb,2023-09-25 12:12:11+08:00,3,25,80,105
TypeScript,pancakeswap/pancake-frontend,b7b1b8601071a2bd8a98936af3bf32746c528906,copilot-pr,b7b1b8601071a2bd8a98936af3bf32746c528906,2023-09-25 06:07:42+02:00,28,160,185,345
TypeScript,pancakeswap/pancake-frontend,b8b9c3de02382552f6d76d979cbf71a29d49da9f,copilot-pr,b8b9c3de02382552f6d76d979cbf71a29d49da9f,2023-09-25 10:43:32+08:00,14,76,531,607
TypeScript,pancakeswap/pancake-frontend,03e6df438a4bc350eb56c41cdfcd3567c435f64f,copilot-pr,03e6df438a4bc350eb56c41cdfcd3567c435f64f,2023-09-25 04:15:12+02:00,50,104,105,209
TypeScript,pancakeswap/pancake-frontend,6d045d0249d7dd31f5d0ffe4047b7a404bff954a,copilot-pr,6d045d0249d7dd31f5d0ffe4047b7a404bff954a,2023-09-22 22:17:14-04:00,25,59,107,166
TypeScript,pancakeswap/pancake-frontend,f1536aba185c73cf1032a4e0236de589607c3a3f,copilot,f1536aba185c73cf1032a4e0236de589607c3a3f,2023-09-22 17:51:28+08:00,14,135,299,434
TypeScript,pancakeswap/pancake-frontend,2f8f8f3ba19f32ec7304461c8faa66e4b60343b9,copilot,2f8f8f3ba19f32ec7304461c8faa66e4b60343b9,2023-09-22 14:23:22+08:00,5,2,50,52
TypeScript,pancakeswap/pancake-frontend,b295c981a36d174f174b3b39ecb0fa8e91d45ce1,copilot,b295c981a36d174f174b3b39ecb0fa8e91d45ce1,2023-09-22 11:56:54+08:00,2,1,7,8
TypeScript,pancakeswap/pancake-frontend,c08f1353c9cf3b37c6593012280281229d24c80b,copilot,c08f1353c9cf3b37c6593012280281229d24c80b,2023-09-22 11:38:49+08:00,7,23,135,158
TypeScript,pancakeswap/pancake-frontend,0cc7ee0a81d7774d64c74e85185dc39b9262feed,copilot-pr,0cc7ee0a81d7774d64c74e85185dc39b9262feed,2023-09-21 09:22:27+01:00,28,581,550,1131
TypeScript,pancakeswap/pancake-frontend,8bb2e022e98551af637a8455336d36c5d6799384,copilot-pr,8bb2e022e98551af637a8455336d36c5d6799384,2023-09-21 15:12:43+08:00,6,3,94,97
TypeScript,pancakeswap/pancake-frontend,9f65a3ee091e9950187728f6ed4d41adc09f3539,copilot-pr,9f65a3ee091e9950187728f6ed4d41adc09f3539,2023-09-20 22:38:27-04:00,30,449,458,907
TypeScript,pancakeswap/pancake-frontend,23b0d324420c27aa1addec0d750c3b122f64a0c1,copilot-pr,23b0d324420c27aa1addec0d750c3b122f64a0c1,2023-09-20 10:37:09+02:00,5,221,260,481
TypeScript,pancakeswap/pancake-frontend,003ac8a33e48032ca161dfea65d43956d1e38156,copilot-pr,003ac8a33e48032ca161dfea65d43956d1e38156,2023-09-20 04:39:47+02:00,1,3,3,6
TypeScript,pancakeswap/pancake-frontend,81270cfe5ed5f8f32ae0021610ae17be68cb2192,copilot,81270cfe5ed5f8f32ae0021610ae17be68cb2192,2023-09-19 19:37:05+08:00,2,1,7,8
TypeScript,pancakeswap/pancake-frontend,2bc9eae8609d5a08a7626f930e422ed0f6c1bfa4,copilot-pr,2bc9eae8609d5a08a7626f930e422ed0f6c1bfa4,2023-09-19 12:26:41+02:00,216,226,282,508
TypeScript,pancakeswap/pancake-frontend,5e3efdfe990d7d10a288d6ba46c6c5c80875249b,copilot-pr,5e3efdfe990d7d10a288d6ba46c6c5c80875249b,2023-09-19 16:48:04+08:00,22,37,60,97
TypeScript,pancakeswap/pancake-frontend,82bfc787e59162ae8ceaecd6401c08c8f66cd0d4,copilot,82bfc787e59162ae8ceaecd6401c08c8f66cd0d4,2023-09-19 14:11:27+08:00,1,8,14,22
TypeScript,pancakeswap/pancake-frontend,5ba1796f4dd174a1e37b8ae8e1510124a026a4f1,copilot-pr,5ba1796f4dd174a1e37b8ae8e1510124a026a4f1,2023-09-19 04:04:51+02:00,1,17,17,34
TypeScript,pancakeswap/pancake-frontend,64eae67c8fed1720cf7a87c306d9dddda9c0ad8f,copilot-pr,64eae67c8fed1720cf7a87c306d9dddda9c0ad8f,2023-09-19 04:04:12+02:00,1,2,2,4
TypeScript,pancakeswap/pancake-frontend,27a9a23311dca2ba25b798013b7b806fe9a1730d,copilot-pr,27a9a23311dca2ba25b798013b7b806fe9a1730d,2023-09-19 09:58:40+08:00,1,0,8,8
TypeScript,pancakeswap/pancake-frontend,e64d230c5dd5719c9a6c57e67cb2dd643823f4a1,copilot-pr,e64d230c5dd5719c9a6c57e67cb2dd643823f4a1,2023-09-19 00:04:57+08:00,3,4,19,23
TypeScript,pancakeswap/pancake-frontend,0788fffde77828f42c07fcf34403d8a8b9b4d667,copilot-pr,0788fffde77828f42c07fcf34403d8a8b9b4d667,2023-09-18 05:33:55-05:00,14,81,123,204
TypeScript,pancakeswap/pancake-frontend,dcd2a4a8e30afde25a92bfc8d3fb0e2bc1469e07,copilot-pr,dcd2a4a8e30afde25a92bfc8d3fb0e2bc1469e07,2023-09-18 17:49:10+08:00,1,1,2,3
TypeScript,pancakeswap/pancake-frontend,56dcac3ec6fd2e0459c388680c613ee8531c397b,copilot-pr,56dcac3ec6fd2e0459c388680c613ee8531c397b,2023-09-18 11:05:56+02:00,2,21,23,44
TypeScript,pancakeswap/pancake-frontend,976e48ea99a468f9cfb0f5445efdc55c364d0d3e,copilot-pr,976e48ea99a468f9cfb0f5445efdc55c364d0d3e,2023-09-18 16:33:20+08:00,1,1,2,3
TypeScript,pancakeswap/pancake-frontend,5bf67e2666141e575975ecf72e23357078a78e14,copilot,5bf67e2666141e575975ecf72e23357078a78e14,2023-09-18 02:40:35-05:00,2,0,15,15
TypeScript,pancakeswap/pancake-frontend,67e10cd2e70eca7ddfe72972866fac14733ff577,copilot-pr,67e10cd2e70eca7ddfe72972866fac14733ff577,2023-09-18 14:30:18+08:00,1,2,1,3
TypeScript,pancakeswap/pancake-frontend,7536c8282c9f710c110efaeac3ee9deed92753e6,copilot-pr,7536c8282c9f710c110efaeac3ee9deed92753e6,2023-09-18 11:15:31+08:00,1,0,2,2
TypeScript,pancakeswap/pancake-frontend,ae8ff68735b2a5ad6c7fccb04737befbd12ab195,copilot-pr,ae8ff68735b2a5ad6c7fccb04737befbd12ab195,2023-09-18 11:08:41+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,29af67cf8324d9c95c29d94c30b671de30e2d2fb,copilot-pr,29af67cf8324d9c95c29d94c30b671de30e2d2fb,2023-09-18 04:48:53+02:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,187864deb5a8809e6c06953e77eb81167b437f6a,copilot,187864deb5a8809e6c06953e77eb81167b437f6a,2023-09-15 20:04:25+08:00,2,3,4,7
TypeScript,pancakeswap/pancake-frontend,e491ed2ba2b8c098654be41d8bcb27dd1569e477,copilot-pr,e491ed2ba2b8c098654be41d8bcb27dd1569e477,2023-09-15 16:51:30+08:00,7,15,24,39
TypeScript,pancakeswap/pancake-frontend,724c81907c17a9d64fc37f0dc651d3bc05e03f2b,copilot-pr,724c81907c17a9d64fc37f0dc651d3bc05e03f2b,2023-09-15 16:36:47+08:00,1,0,14,14
TypeScript,pancakeswap/pancake-frontend,a8df1e800735432cffaaf4b171e5b70912485a77,copilot-pr,a8df1e800735432cffaaf4b171e5b70912485a77,2023-09-15 14:47:49+08:00,1,2,2,4
TypeScript,pancakeswap/pancake-frontend,dfbf2b4a21c9a712202c25a579ef9a65be986a60,copilot-pr,dfbf2b4a21c9a712202c25a579ef9a65be986a60,2023-09-15 06:46:38+02:00,1,45,52,97
TypeScript,pancakeswap/pancake-frontend,3dac935ae18730c692305da18eb5efa2743c931b,copilot-pr,3dac935ae18730c692305da18eb5efa2743c931b,2023-09-15 06:45:55+02:00,5,9,12,21
TypeScript,pancakeswap/pancake-frontend,d25b6ae34c9190138986581131649c6987691e61,copilot-pr,d25b6ae34c9190138986581131649c6987691e61,2023-09-15 12:35:34+08:00,11,36,100,136
TypeScript,pancakeswap/pancake-frontend,92f9b2b65e7111de7368224d1d2d7a46f5cb2c7d,copilot,92f9b2b65e7111de7368224d1d2d7a46f5cb2c7d,2023-09-15 12:21:23+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,96c3aafb1b39271747ddf8439844f05af7365783,copilot,96c3aafb1b39271747ddf8439844f05af7365783,2023-09-15 12:05:05+08:00,7,12,148,160
TypeScript,pancakeswap/pancake-frontend,a800d2ef3d04cd2fb16f74e9c28a3b1235228200,copilot-pr,a800d2ef3d04cd2fb16f74e9c28a3b1235228200,2023-09-15 11:41:53+08:00,1,3,3,6
TypeScript,pancakeswap/pancake-frontend,d167bdb519026eae25bf47beffcf239daa92a1be,copilot-pr,d167bdb519026eae25bf47beffcf239daa92a1be,2023-09-15 04:34:33+02:00,2,23,30,53
TypeScript,pancakeswap/pancake-frontend,05c544b228d9b28a6d5361e2e5ab5167c58d8de5,copilot-pr,05c544b228d9b28a6d5361e2e5ab5167c58d8de5,2023-09-15 10:16:05+08:00,2,0,2,2
TypeScript,pancakeswap/pancake-frontend,f30488f5248b357e8a4db2fb94c6e4166529b7f3,copilot-pr,f30488f5248b357e8a4db2fb94c6e4166529b7f3,2023-09-15 07:39:36+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,21bf720b4d548fdb61f0d203ba8d50ebc7204793,copilot-pr,21bf720b4d548fdb61f0d203ba8d50ebc7204793,2023-09-14 17:45:16-04:00,123,983,1086,2069
TypeScript,pancakeswap/pancake-frontend,f527b2930f0dcecd1a78287d377680417524cd4a,copilot,f527b2930f0dcecd1a78287d377680417524cd4a,2023-09-14 19:08:10+08:00,18,30,296,326
TypeScript,pancakeswap/pancake-frontend,5914d72e55a3320fc2b431e3dc12ac178aeb01ef,copilot-pr,5914d72e55a3320fc2b431e3dc12ac178aeb01ef,2023-09-14 18:59:53+08:00,14,305,469,774
TypeScript,pancakeswap/pancake-frontend,a73a15ee53b74f34a0f1f2d708722be0fee0efbe,copilot-pr,a73a15ee53b74f34a0f1f2d708722be0fee0efbe,2023-09-14 12:03:07+02:00,5,14,53,67
TypeScript,pancakeswap/pancake-frontend,7ed70cff7ebd0468f7d6ac0598b630668f43f9ae,copilot-pr,7ed70cff7ebd0468f7d6ac0598b630668f43f9ae,2023-09-14 18:00:37+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,2d7e1b3e2609d5ab9d998e06203eee10611187ca,copilot-pr,2d7e1b3e2609d5ab9d998e06203eee10611187ca,2023-09-14 17:37:02+08:00,38,640,493,1133
TypeScript,pancakeswap/pancake-frontend,67d0780d1bd0fe0683b65269538a96fda4dbaaba,copilot-pr,67d0780d1bd0fe0683b65269538a96fda4dbaaba,2023-09-14 17:36:42+08:00,1,0,5,5
TypeScript,pancakeswap/pancake-frontend,5d48bfe3619c455e58512f718568cc85dc5a7ff2,copilot-pr,5d48bfe3619c455e58512f718568cc85dc5a7ff2,2023-09-14 16:37:00+08:00,1,7,7,14
TypeScript,pancakeswap/pancake-frontend,424636360731c6afc2726b58b55942810096be3c,copilot-pr,424636360731c6afc2726b58b55942810096be3c,2023-09-14 15:24:52+08:00,1,0,6,6
TypeScript,pancakeswap/pancake-frontend,b140cd4c37e62a6ac937c658a71c7f7522fa162c,copilot-pr,b140cd4c37e62a6ac937c658a71c7f7522fa162c,2023-09-14 04:53:37+02:00,8,105,280,385
TypeScript,pancakeswap/pancake-frontend,8b7736216973e70c4bad5bd227510ff1bc9c1f0d,copilot-pr,8b7736216973e70c4bad5bd227510ff1bc9c1f0d,2023-09-14 00:27:47+08:00,1,0,8,8
TypeScript,pancakeswap/pancake-frontend,0b03de26a61cddb572a4170834d95779a16af1ec,copilot-pr,0b03de26a61cddb572a4170834d95779a16af1ec,2023-09-13 18:08:22+08:00,15,57,67,124
TypeScript,pancakeswap/pancake-frontend,8083d181d6ade153e0a0ffbee400706b84225f7c,copilot-pr,8083d181d6ade153e0a0ffbee400706b84225f7c,2023-09-13 11:00:45+08:00,2,2,2,4
TypeScript,pancakeswap/pancake-frontend,9367177d44e50ccfbcb6ce263cf7a2cdd8354b0c,copilot-pr,9367177d44e50ccfbcb6ce263cf7a2cdd8354b0c,2023-09-13 10:41:07+08:00,2,4,2,6
TypeScript,pancakeswap/pancake-frontend,991f5ae23dcb7dbd2b0d6e2ffd147226e78b2e91,copilot-pr,991f5ae23dcb7dbd2b0d6e2ffd147226e78b2e91,2023-09-12 14:11:53+08:00,8,8,41,49
TypeScript,pancakeswap/pancake-frontend,b840724bdb01783a9639efa47e2c5996d24342b7,copilot,b840724bdb01783a9639efa47e2c5996d24342b7,2023-09-12 13:26:01+08:00,1,3,8,11
TypeScript,pancakeswap/pancake-frontend,3a9656537e69cc406ccc426c65c47e6425f4720a,copilot-pr,3a9656537e69cc406ccc426c65c47e6425f4720a,2023-09-12 05:18:01+01:00,3,14,18,32
TypeScript,pancakeswap/pancake-frontend,ed9f039c91fb86dcfdbe488c33b14969567d09aa,copilot-pr,ed9f039c91fb86dcfdbe488c33b14969567d09aa,2023-09-12 05:36:53+02:00,17,73,101,174
TypeScript,pancakeswap/pancake-frontend,fb71fc11a6eb59b3232aadbf8302f076b57a37a9,copilot,fb71fc11a6eb59b3232aadbf8302f076b57a37a9,2023-09-12 11:02:16+08:00,2,1536,177,1713
TypeScript,pancakeswap/pancake-frontend,db0950a5bcbb6d0e605c6388c6c841ebdfb50774,copilot-pr,db0950a5bcbb6d0e605c6388c6c841ebdfb50774,2023-09-11 20:51:20+08:00,4,7,7,14
TypeScript,pancakeswap/pancake-frontend,4cca3f68871e9273c4e8f6bf6041f14ca7e926e1,copilot-pr,4cca3f68871e9273c4e8f6bf6041f14ca7e926e1,2023-09-11 18:26:17+08:00,9,8,50,58
TypeScript,pancakeswap/pancake-frontend,9ea943a8e474fc0e1d55e3d77277acc5690710c3,copilot-pr,9ea943a8e474fc0e1d55e3d77277acc5690710c3,2023-09-11 17:08:50+08:00,1,2,2,4
TypeScript,pancakeswap/pancake-frontend,bb83caccc2ee343642456b2ac2c2f3b6c4de76ad,copilot-pr,bb83caccc2ee343642456b2ac2c2f3b6c4de76ad,2023-09-11 15:30:41+08:00,33,930,1033,1963
TypeScript,pancakeswap/pancake-frontend,51b77c78749e4c1ec64b66e7ceb20e8e21e5860c,copilot-pr,51b77c78749e4c1ec64b66e7ceb20e8e21e5860c,2023-09-11 15:30:21+08:00,13,52,25,77
TypeScript,pancakeswap/pancake-frontend,dd10c9457bcc31f7ea8b666096b5e5c593c9412c,copilot-pr,dd10c9457bcc31f7ea8b666096b5e5c593c9412c,2023-09-11 14:08:04+08:00,3,4,9,13
TypeScript,pancakeswap/pancake-frontend,9df78d526c1bd373ba0fcbaee848a2e815f3ceb5,copilot,9df78d526c1bd373ba0fcbaee848a2e815f3ceb5,2023-09-11 13:20:10+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,b222b11d272209df8966d00320839a11f8e65a2d,copilot,b222b11d272209df8966d00320839a11f8e65a2d,2023-09-11 09:14:06+08:00,21,5,288,293
TypeScript,pancakeswap/pancake-frontend,17ccb1ff6c1b2c5018298b015bcd51f40ae55077,copilot-pr,17ccb1ff6c1b2c5018298b015bcd51f40ae55077,2023-09-10 20:47:01+08:00,1,2,2,4
TypeScript,pancakeswap/pancake-frontend,badb8d26554ef59205c6801a59089ed70675bffd,copilot-pr,badb8d26554ef59205c6801a59089ed70675bffd,2023-09-09 10:56:31+02:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,78d4563eb576ae694739a489fd7b1f477e51d0a1,copilot-pr,78d4563eb576ae694739a489fd7b1f477e51d0a1,2023-09-09 13:55:47+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,329c19490fc2ca0be6115dacc495448b65f4f835,copilot-pr,329c19490fc2ca0be6115dacc495448b65f4f835,2023-09-08 17:13:28+02:00,1,98,111,209
TypeScript,pancakeswap/pancake-frontend,4c326dac8838e5af5c80f0617c246fbcf8e8a01d,copilot-pr,4c326dac8838e5af5c80f0617c246fbcf8e8a01d,2023-09-08 11:05:46+08:00,137,2469,2569,5038
TypeScript,pancakeswap/pancake-frontend,32a69d8c93a9b768bd20ef510acb5a80a1dbaeb7,copilot,32a69d8c93a9b768bd20ef510acb5a80a1dbaeb7,2023-09-07 20:36:56+08:00,3,10,9,19
TypeScript,pancakeswap/pancake-frontend,575ffc0d5042f70e6b04b901d80274e2cee1e536,copilot-pr,575ffc0d5042f70e6b04b901d80274e2cee1e536,2023-09-07 19:42:37+08:00,1,7,0,7
TypeScript,pancakeswap/pancake-frontend,2c1c5e5c8e06dedda4fe71b4c060f1cb829684da,copilot-pr,2c1c5e5c8e06dedda4fe71b4c060f1cb829684da,2023-09-07 15:15:35+08:00,32,48,47,95
TypeScript,pancakeswap/pancake-frontend,5a9836d393f8afc6841d148f173154c6bc6212c3,copilot-pr,5a9836d393f8afc6841d148f173154c6bc6212c3,2023-09-07 10:28:37+08:00,2,2,11,13
TypeScript,pancakeswap/pancake-frontend,8337b09a8b0adca339b440e197167d2dd92b67ba,copilot-pr,8337b09a8b0adca339b440e197167d2dd92b67ba,2023-09-07 10:14:22+08:00,4,1,15,16
TypeScript,pancakeswap/pancake-frontend,c2f8fe7bc8314de966db70bb621db950485979b6,copilot-pr,c2f8fe7bc8314de966db70bb621db950485979b6,2023-09-07 07:42:25+08:00,2,0,32,32
TypeScript,pancakeswap/pancake-frontend,efa8af4643bdbfb1a058dd68b9c5773bbf10ee62,copilot,efa8af4643bdbfb1a058dd68b9c5773bbf10ee62,2023-09-06 11:01:10+02:00,1,2,2,4
TypeScript,pancakeswap/pancake-frontend,fdd35e256f5a90bdf7e4ff33abc1d17e2cc4f440,copilot,fdd35e256f5a90bdf7e4ff33abc1d17e2cc4f440,2023-09-06 16:52:49+08:00,5,46,37,83
TypeScript,pancakeswap/pancake-frontend,54ead6fbec9897549839f368834bb4981430d219,copilot-pr,54ead6fbec9897549839f368834bb4981430d219,2023-09-06 16:37:35+08:00,1,1,1,2
TypeScript,pancakeswap/pancake-frontend,6f83b071ef12c905d6328ca07a5894581c55052b,copilot-pr,6f83b071ef12c905d6328ca07a5894581c55052b,2023-09-06 10:37:22+02:00,7,33,44,77
TypeScript,pancakeswap/pancake-frontend,a784ca6eddd0e244d135bddd7b913b6f10920ad8,copilot-pr,a784ca6eddd0e244d135bddd7b913b6f10920ad8,2023-09-06 16:31:34+08:00,33,787,1146,1933
TypeScript,pancakeswap/pancake-frontend,815e70e19d81c61b2c245034e4685a67aa238482,copilot-pr,815e70e19d81c61b2c245034e4685a67aa238482,2023-09-06 15:42:25+08:00,19,2,138,140
TypeScript,pancakeswap/pancake-frontend,4fdb8c8dd902270461ff394bfd30c65a1380067b,copilot,4fdb8c8dd902270461ff394bfd30c65a1380067b,2023-09-06 14:19:39+08:00,1,7,7,14
TypeScript,pancakeswap/pancake-frontend,4450467f61fcab5968ab94b6c017ebd7f89d7473,copilot-pr,4450467f61fcab5968ab94b6c017ebd7f89d7473,2023-09-05 16:28:39+02:00,2,16,54,70
TypeScript,pancakeswap/pancake-frontend,ca461697b425d15bff78e8739acb4e2fd2860708,copilot-pr,ca461697b425d15bff78e8739acb4e2fd2860708,2023-09-05 14:49:14+01:00,1,5,4,9
